County,A10i,A21,B3B,incomegpnew,freq
Busia,Female,Some secondary,Running own business/Self employed,"KSh 5,001 - 10,000",1
Nakuru,Female,Some primary ,Running own business/Self employed,Don't Know,1
Mombasa,Male,University completed ,Casual worker,"KSh 5,001 - 10,000",1
Nakuru,Male,Some primary ,"Renting,  land, house/rooms, equipment","KSh 20,001 - 50,000",1
Machakos,Male,None ,Money / support from family / friends / spouse,"KSh 1 - 1,000",1
Kakamega,Male,Completed technical training after secondary school,Money / support from family / friends / spouse,"KSh 10,001-20,000",1
Vihiga,Male,None ,Money from  NGO / Government,Don't Know,1
Kakamega,Male,Completed technical training after secondary school,Casual worker,"KSh 20,001 - 50,000",1
Embu,Male,Secondary completed ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1,001 - 3,000",1
Murang'a,Female,Some primary ,Casual worker,"KSh 5,001 - 10,000",1
Nandi,Female,Some primary ,"Farming (crops, keeping livestock, fishing, aquaculture)",Don't Know,1
Kericho,Female,University completed ,Employed,"KSh 20,001 - 50,000",1
Kericho,Male,Completed technical training after secondary school,Money / support from family / friends / spouse,"KSh 5,001 - 10,000",1
Migori,Male,Secondary completed ,Pension/Annuity,"KSh 3,001 - 5,000",1
Nyandarua,Male,Some technical training after secondary school,Employed,"KSh 5,001 - 10,000",1
Mandera,Female,Some primary ,Money / support from family / friends / spouse,"KSh 10,001-20,000",1
Homabay,Male,Some technical training after secondary school,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1,001 - 3,000",1
Kirinyaga,Female,Some secondary,Casual worker,"KSh 5,001 - 10,000",1
Nandi,Male,Some secondary,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 5,001 - 10,000",1
Nyamira,Male,Some primary ,Running own business/Self employed,"KSh 1 - 1,000",1
Kakamega,Female,Some secondary,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1 - 1,000",1
Mandera,Male,None ,Employed,Don't Know,1
Tharaka-Nithi,Male,University completed ,Running own business/Self employed,"KSh 20,001 - 50,000",1
Tharaka-Nithi,Female,Primary completed,Employed,"KSh 1,001 - 3,000",1
Nyandarua,Female,Completed technical training after secondary school,Casual worker,"KSh 5,001 - 10,000",1
Tana River,Male,None ,Running own business/Self employed,"KSh 1,001 - 3,000",2
Garissa,Female,Primary completed,Running own business/Self employed,"KSh 10,001-20,000",1
Bungoma,Male,University completed ,Employed,"KSh 20,001 - 50,000",1
Narok,Male,None ,Money from  NGO / Government,"KSh 1,001 - 3,000",1
Isiolo,Female,Some secondary,Running own business/Self employed,"KSh 3,001 - 5,000",1
Lamu,Female,Some primary ,Employed,"KSh 5,001 - 10,000",1
Mombasa,Male,Completed technical training after secondary school,Casual worker,"KSh 1,001 - 3,000",1
Tharaka-Nithi,Male,Secondary completed ,Pension/Annuity,"KSh 3,001 - 5,000",1
Busia,Male,Secondary completed ,Running own business/Self employed,"KSh 1,001 - 3,000",1
Kilifi,Female,Primary completed,Casual worker,"KSh 5,001 - 10,000",1
Samburu,Male,Secondary completed ,Casual worker,"KSh 3,001 - 5,000",1
Nyandarua,Male,Secondary completed ,Casual worker,"KSh 20,001 - 50,000",1
Makueni,Female,Primary completed,Running own business/Self employed,"KSh 10,001-20,000",2
Nakuru,Female,Some technical training after secondary school,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
West Pokot,Female,None ,Money from  NGO / Government,"KSh 1,001 - 3,000",1
Kajiado,Male,None ,Casual worker,Don't Know,1
Kajiado,Male,Primary completed,Money / support from family / friends / spouse,"KSh 5,001 - 10,000",1
Nyandarua,Female,None ,"Farming (crops, keeping livestock, fishing, aquaculture)",Don't Know,1
Uasin Gishu,Female,Some primary ,Employed,"KSh 1,001 - 3,000",1
Wajir,Male,Secondary completed ,Casual worker,"KSh 5,001 - 10,000",1
Mombasa,Male,Some secondary,Money / support from family / friends / spouse,"KSh 3,001 - 5,000",1
Homabay,Female,Some primary ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 10,001-20,000",1
Kiambu,Male,Secondary completed ,"Renting,  land, house/rooms, equipment",">KSh 100,000",1
Busia,Female,None ,Casual worker,"KSh 3,001 - 5,000",1
Kisii,Female,Secondary completed ,Casual worker,"KSh 1 - 1,000",1
Kwale,Male,Primary completed,Casual worker,"KSh 20,001 - 50,000",1
Marsabit,Female,Some primary ,Money / support from family / friends / spouse,Don't Know,1
Bomet,Female,Primary completed,Casual worker,"KSh 5,001 - 10,000",2
Nandi,Male,Some secondary,Employed,"KSh 3,001 - 5,000",1
Turkana,Male,Some primary ,Casual worker,Don't Know,1
Kilifi,Male,Some secondary,Money / support from family / friends / spouse,"KSh 3,001 - 5,000",1
Kilifi,Male,Primary completed,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 20,001 - 50,000",1
Kericho,Male,Primary completed,Running own business/Self employed,Don't Know,2
West Pokot,Female,Secondary completed ,Money / support from family / friends / spouse,"KSh 1 - 1,000",1
Wajir,Male,Secondary completed ,Employed,"KSh 10,001-20,000",1
Marsabit,Male,Primary completed,Employed,"KSh 20,001 - 50,000",1
Nairobi City,Male,Some university,Money / support from family / friends / spouse,"KSh 3,001 - 5,000",1
Vihiga,Male,Some technical training after secondary school,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
Lamu,Female,Secondary completed ,Pension/Annuity,"KSh 5,001 - 10,000",1
Marsabit,Male,Some primary ,Employed,"KSh 3,001 - 5,000",1
Laikipia,Male,Completed technical training after secondary school,Running own business/Self employed,"KSh 20,001 - 50,000",1
Nairobi City,Female,Primary completed,Employed,"KSh 10,001-20,000",1
Tana River,Male,Some secondary,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
Migori,Female,Some secondary,Employed,"KSh 5,001 - 10,000",1
Busia,Female,Secondary completed ,Casual worker,"KSh 3,001 - 5,000",2
Makueni,Male,Secondary completed ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1 - 1,000",1
Kirinyaga,Male,Secondary completed ,Employed,"KSh 5,001 - 10,000",1
West Pokot,Male,Completed technical training after secondary school,Casual worker,"KSh 1,001 - 3,000",1
Turkana,Female,Some primary ,Employed,"KSh 20,001 - 50,000",1
Uasin Gishu,Male,University completed ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 10,001-20,000",1
Nyamira,Female,Completed technical training after secondary school,Casual worker,"KSh 1,001 - 3,000",1
Lamu,Female,Primary completed,Running own business/Self employed,"KSh 5,001 - 10,000",1
Migori,Male,Primary completed,Employed,"KSh 3,001 - 5,000",2
Homabay,Male,University completed ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1,001 - 3,000",1
Kitui,Male,Secondary completed ,Casual worker,"KSh 10,001-20,000",1
Nakuru,Male,Other (Specify) ,Employed,"KSh 10,001-20,000",1
Embu,Male,Secondary completed ,Casual worker,"KSh 1 - 1,000",1
Nyamira,Male,Some university,Running own business/Self employed,"KSh 5,001 - 10,000",1
Nyeri,Male,Some primary ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 5,001 - 10,000",1
Baringo,Male,Secondary completed ,Employed,"KSh 10,001-20,000",2
Nandi,Male,Some primary ,"Farming (crops, keeping livestock, fishing, aquaculture)",Don't Know,2
Laikipia,Female,University completed ,Employed,"KSh 5,001 - 10,000",1
Embu,Male,Some university,Casual worker,"KSh 5,001 - 10,000",1
Turkana,Male,Secondary completed ,Employed,"KSh 20,001 - 50,000",1
Kilifi,Female,Secondary completed ,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
Bomet,Male,Primary completed,Running own business/Self employed,"KSh 20,001 - 50,000",1
Trans Nzoia,Female,Some secondary,Money / support from family / friends / spouse,"KSh 1 - 1,000",1
Isiolo,Male,Some primary ,Employed,"KSh 10,001-20,000",1
Embu,Female,None ,Money from  NGO / Government,"KSh 3,001 - 5,000",1
Kericho,Female,Completed technical training after secondary school,Employed,"KSh 5,001 - 10,000",1
Kisii,Female,Some secondary,Employed,"KSh 50,001 - 100,000",1
Nyamira,Female,Primary completed,Money / support from family / friends / spouse,"KSh 5,001 - 10,000",1
Kericho,Female,None ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1 - 1,000",1
Nyeri,Male,Primary completed,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 20,001 - 50,000",1
Busia,Female,Secondary completed ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1,001 - 3,000",1
Nyamira,Male,None ,Money / support from family / friends / spouse,Don't Know,1
Busia,Female,Secondary completed ,Casual worker,"KSh 5,001 - 10,000",1
West Pokot,Male,University completed ,Casual worker,"KSh 5,001 - 10,000",1
Nairobi City,Female,Some primary ,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
Wajir,Male,Some university,Employed,"KSh 20,001 - 50,000",1
Kajiado,Female,Some university,Running own business/Self employed,">KSh 100,000",1
Tharaka-Nithi,Male,University completed ,Pension/Annuity,"KSh 20,001 - 50,000",1
Lamu,Male,Completed technical training after secondary school,Employed,"KSh 50,001 - 100,000",1
Kiambu,Male,Primary completed,Money / support from family / friends / spouse,"KSh 10,001-20,000",3
Kisii,Male,University completed ,Running own business/Self employed,"KSh 50,001 - 100,000",1
Elgeyo-Marakwet,Female,Secondary completed ,Casual worker,"KSh 5,001 - 10,000",1
Bomet,Male,Secondary completed ,Employed,"KSh 3,001 - 5,000",1
West Pokot,Female,Completed technical training after secondary school,Employed,"KSh 20,001 - 50,000",1
Siaya,Male,Some primary ,Running own business/Self employed,"KSh 20,001 - 50,000",1
Tharaka-Nithi,Male,Some technical training after secondary school,Casual worker,"KSh 5,001 - 10,000",2
Kakamega,Female,University completed ,Employed,"KSh 10,001-20,000",1
Narok,Female,None ,"Farming (crops, keeping livestock, fishing, aquaculture)",Don't Know,1
Kiambu,Female,Primary completed,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1 - 1,000",1
Uasin Gishu,Male,None ,Casual worker,"KSh 1 - 1,000",1
Samburu,Male,Primary completed,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 5,001 - 10,000",1
Nakuru,Female,Some primary ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 5,001 - 10,000",1
Kajiado,Female,Some technical training after secondary school,Employed,"KSh 5,001 - 10,000",1
Kirinyaga,Male,Some primary ,Casual worker,Don't Know,1
Nyamira,Male,University completed ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 3,001 - 5,000",1
Homabay,Male,Some primary ,Money from  NGO / Government,"KSh 3,001 - 5,000",1
Makueni,Male,Some primary ,Money / support from family / friends / spouse,"KSh 5,001 - 10,000",1
Kajiado,Male,Some primary ,Employed,"KSh 5,001 - 10,000",1
Elgeyo-Marakwet,Male,Secondary completed ,Running own business/Self employed,"KSh 5,001 - 10,000",1
Isiolo,Female,None ,Casual worker,"KSh 10,001-20,000",1
Kiambu,Female,Some primary ,Casual worker,"KSh 3,001 - 5,000",2
Kakamega,Female,None ,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
Migori,Male,None ,Casual worker,"KSh 1,001 - 3,000",2
Migori,Female,Some primary ,Money from  NGO / Government,"KSh 1 - 1,000",1
Kiambu,Female,Some secondary,Casual worker,"KSh 10,001-20,000",1
Nyeri,Female,Some university,Money / support from family / friends / spouse,"KSh 10,001-20,000",1
Kajiado,Male,University completed ,"Farming (crops, keeping livestock, fishing, aquaculture)",Refused to Answer,1
Nyandarua,Male,University completed ,Employed,"KSh 20,001 - 50,000",1
Nyamira,Male,Some primary ,Money from  NGO / Government,"KSh 1,001 - 3,000",2
West Pokot,Female,Completed technical training after secondary school,Casual worker,"KSh 1,001 - 3,000",1
Nairobi City,Female,None ,Casual worker,Don't Know,1
Bomet,Male,Some primary ,"Farming (crops, keeping livestock, fishing, aquaculture)",Don't Know,1
Murang'a,Female,Secondary completed ,Employed,"KSh 20,001 - 50,000",1
Nyandarua,Female,Some secondary,Running own business/Self employed,"KSh 20,001 - 50,000",1
Nyandarua,Female,Primary completed,Employed,"KSh 5,001 - 10,000",1
Nyeri,Male,Completed technical training after secondary school,"Renting,  land, house/rooms, equipment","KSh 50,001 - 100,000",1
Lamu,Female,Some secondary,Casual worker,"KSh 3,001 - 5,000",1
Machakos,Male,Some primary ,Running own business/Self employed,"KSh 1 - 1,000",1
Taita-Taveta,Male,Secondary completed ,Running own business/Self employed,"KSh 10,001-20,000",1
Homabay,Female,Some secondary,Running own business/Self employed,"KSh 20,001 - 50,000",1
Marsabit,Male,Some technical training after secondary school,Casual worker,"KSh 10,001-20,000",1
Kitui,Male,Some primary ,Money / support from family / friends / spouse,"KSh 10,001-20,000",1
Vihiga,Male,Some secondary,Running own business/Self employed,"KSh 1 - 1,000",1
Taita-Taveta,Male,Secondary completed ,Pension/Annuity,"KSh 3,001 - 5,000",1
Nandi,Female,Some secondary,Casual worker,"KSh 3,001 - 5,000",1
West Pokot,Female,Some secondary,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
Garissa,Male,Some primary ,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
Tana River,Male,Secondary completed ,Money / support from family / friends / spouse,"KSh 1,001 - 3,000",1
Kiambu,Male,Completed technical training after secondary school,Running own business/Self employed,"KSh 20,001 - 50,000",2
Embu,Male,Some secondary,Pension/Annuity,Don't Know,1
Kilifi,Male,Primary completed,Casual worker,"KSh 1 - 1,000",1
Bungoma,Male,Some primary ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 5,001 - 10,000",1
Trans Nzoia,Male,Secondary completed ,Money / support from family / friends / spouse,"KSh 5,001 - 10,000",2
Uasin Gishu,Female,Some primary ,Running own business/Self employed,"KSh 3,001 - 5,000",1
Makueni,Male,Primary completed,Pension/Annuity,"KSh 5,001 - 10,000",1
Busia,Female,Secondary completed ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 5,001 - 10,000",1
Murang'a,Male,Some secondary,Casual worker,"KSh 10,001-20,000",1
Siaya,Female,Primary completed,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 3,001 - 5,000",1
Migori,Female,Some secondary,Running own business/Self employed,"KSh 1,001 - 3,000",1
Mombasa,Male,Secondary completed ,Pension/Annuity,"KSh 20,001 - 50,000",1
West Pokot,Male,Completed technical training after secondary school,Running own business/Self employed,"KSh 5,001 - 10,000",1
Nyandarua,Female,Primary completed,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 3,001 - 5,000",2
West Pokot,Female,Some primary ,Running own business/Self employed,"KSh 3,001 - 5,000",1
Mombasa,Female,Secondary completed ,Casual worker,"KSh 10,001-20,000",1
Bungoma,Male,Some primary ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 20,001 - 50,000",1
Mandera,Female,None ,Casual worker,"KSh 20,001 - 50,000",1
Taita-Taveta,Male,Some secondary,Casual worker,"KSh 20,001 - 50,000",1
Kitui,Male,None ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 1 - 1,000",2
Nyeri,Male,Some technical training after secondary school,Money from  NGO / Government,"KSh 1,001 - 3,000",1
Machakos,Male,Primary completed,Money / support from family / friends / spouse,"KSh 3,001 - 5,000",1
Taita-Taveta,Female,Some secondary,Running own business/Self employed,"KSh 1,001 - 3,000",1
Kisumu,Male,Some secondary,Employed,"KSh 10,001-20,000",1
Isiolo,Male,Secondary completed ,"Farming (crops, keeping livestock, fishing, aquaculture)","KSh 3,001 - 5,000",1
